


                                __________________________________________
                               |                                          |
                               | NUMERICAL ELECTROMAGNETICS CODE (nec2++) |
                               | Implemented in 'C++' in Double Precision |
                               |        Version 1.7.5 [Nov 13 2025]        |
                               |__________________________________________|



                               ---------------- COMMENTS ----------------
                                NEC-4 gives impedance at source of -61.4 + j621
                                NEC-2 reports a believable 14.8 + j105 ohms.
                               



                                -------- STRUCTURE SPECIFICATION --------
                                COORDINATES MUST BE INPUT IN
                                METERS OR BE SCALED TO METERS
                                BEFORE STRUCTURE INPUT IS ENDED
  WIRE                                                                                 SEG FIRST  LAST  TAG
   No:        X1         Y1         Z1         X2         Y2         Z2       RADIUS   No:   SEG   SEG  No:
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.30929E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z =  2.85519E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.71312E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.59891E-03
ROM2 -- STEP SIZE LIMITED AT Z = -6.16722E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z =  6.28142E-03
ROM2 -- STEP SIZE LIMITED AT Z =  1.82732E-03
ROM2 -- STEP SIZE LIMITED AT Z = -2.74099E-03
ROM2 -- STEP SIZE LIMITED AT Z = -7.19509E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z =  5.25355E-03
ROM2 -- STEP SIZE LIMITED AT Z =  6.85246E-04
ROM2 -- STEP SIZE LIMITED AT Z =  7.99454E-04
ROM2 -- STEP SIZE LIMITED AT Z = -3.76885E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z =  4.22569E-03
ROM2 -- STEP SIZE LIMITED AT Z = -3.42623E-04
ROM2 -- STEP SIZE LIMITED AT Z = -4.79672E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z =  3.08361E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.37049E-03
ROM2 -- STEP SIZE LIMITED AT Z = -5.93880E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -2.39836E-03
ROM2 -- STEP SIZE LIMITED AT Z = -6.96667E-03
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00
ROM2 -- STEP SIZE LIMITED AT Z = -1.14208E-04
ROM2 -- STEP SIZE LIMITED AT Z =  0.00000E+00



                             ---------- MATRIX TIMING ----------
                               FILL= 20 msec  FACTOR: 0 msec


                      ----- ANTENNA INPUT PARAMETERS -----
  TAG   SEG       VOLTAGE (VOLTS)         CURRENT (AMPS)         IMPEDANCE (OHMS)        ADMITTANCE (MHOS)     POWER
  NO.   NO.     REAL      IMAGINARY     REAL      IMAGINARY     REAL      IMAGINARY    REAL       IMAGINARY   (WATTS)
   3    63  1.0000E+00  0.0000E+00  2.6676E-02 -2.6611E-02  1.8789E+01  1.8743E+01  2.6676E-02 -2.6611E-02  1.3338E-02







                        ----- CURRENTS AND LOCATION -----
                            DISTANCES IN WAVELENGTHS 

   SEG  TAG    COORDINATES OF SEGM CENTER     SEGM    ------------- CURRENT (AMPS) -------------
   No:  No:       X         Y         Z      LENGTH     REAL      IMAGINARY    MAGN        PHASE
     1    1    0.0000   -0.0926    0.0930   0.00452  3.4327E-04 -3.5010E-04  4.9031E-04  -45.564 
     2    1    0.0000   -0.0881    0.0930   0.00452  9.6272E-04 -9.8196E-04  1.3752E-03  -45.567 
     3    1    0.0000   -0.0836    0.0930   0.00452  1.5488E-03 -1.5799E-03  2.2125E-03  -45.569 
     4    1    0.0000   -0.0791    0.0930   0.00452  2.1194E-03 -2.1622E-03  3.0277E-03  -45.572 
     5    1    0.0000   -0.0746    0.0930   0.00452  2.6790E-03 -2.7333E-03  3.8273E-03  -45.574 
     6    1    0.0000   -0.0700    0.0930   0.00452  3.2296E-03 -3.2952E-03  4.6140E-03  -45.576 
     7    1    0.0000   -0.0655    0.0930   0.00452  3.7721E-03 -3.8491E-03  5.3893E-03  -45.579 
     8    1    0.0000   -0.0610    0.0930   0.00452  4.3070E-03 -4.3952E-03  6.1537E-03  -45.581 
     9    1    0.0000   -0.0565    0.0930   0.00452  4.8346E-03 -4.9339E-03  6.9077E-03  -45.582 
    10    1    0.0000   -0.0520    0.0930   0.00452  5.3547E-03 -5.4650E-03  7.6511E-03  -45.584 
    11    1    0.0000   -0.0474    0.0930   0.00452  5.8674E-03 -5.9885E-03  8.3838E-03  -45.586 
    12    1    0.0000   -0.0429    0.0930   0.00452  6.3722E-03 -6.5041E-03  9.1054E-03  -45.587 
    13    1    0.0000   -0.0384    0.0930   0.00452  6.8690E-03 -7.0113E-03  9.8154E-03  -45.587 
    14    1    0.0000   -0.0339    0.0930   0.00452  7.3573E-03 -7.5098E-03  1.0513E-02  -45.588 
    15    1    0.0000   -0.0294    0.0930   0.00452  7.8365E-03 -7.9989E-03  1.1198E-02  -45.587 
    16    1    0.0000   -0.0249    0.0930   0.00452  8.3061E-03 -8.4779E-03  1.1869E-02  -45.587 
    17    1    0.0000   -0.0203    0.0930   0.00452  8.7651E-03 -8.9460E-03  1.2524E-02  -45.585 
    18    1    0.0000   -0.0158    0.0930   0.00452  9.2124E-03 -9.4017E-03  1.3163E-02  -45.583 
    19    1    0.0000   -0.0113    0.0930   0.00452  9.6463E-03 -9.8433E-03  1.3782E-02  -45.579 
    20    1    0.0000   -0.0068    0.0930   0.00452  1.0063E-02 -1.0267E-02  1.4377E-02  -45.575 
    21    1    0.0000   -0.0023    0.0930   0.00452  1.0454E-02 -1.0663E-02  1.4933E-02  -45.569 
    22    2    0.0000    0.0023    0.0930   0.00452 -1.0454E-02  1.0652E-02  1.4925E-02  134.462 
    23    2    0.0000    0.0068    0.0930   0.00452 -1.0064E-02  1.0256E-02  1.4369E-02  134.457 
    24    2    0.0000    0.0113    0.0930   0.00452 -9.6466E-03  9.8324E-03  1.3774E-02  134.453 
    25    2    0.0000    0.0158    0.0930   0.00452 -9.2127E-03  9.3909E-03  1.3155E-02  134.451 
    26    2    0.0000    0.0203    0.0930   0.00452 -8.7654E-03  8.9354E-03  1.2517E-02  134.450 
    27    2    0.0000    0.0249    0.0930   0.00452 -8.3064E-03  8.4676E-03  1.1862E-02  134.449 
    28    2    0.0000    0.0294    0.0930   0.00452 -7.8368E-03  7.9888E-03  1.1191E-02  134.450 
    29    2    0.0000    0.0339    0.0930   0.00452 -7.3576E-03  7.5000E-03  1.0506E-02  134.451 
    30    2    0.0000    0.0384    0.0930   0.00452 -6.8693E-03  7.0020E-03  9.8089E-03  134.452 
    31    2    0.0000    0.0429    0.0930   0.00452 -6.3725E-03  6.4952E-03  9.0992E-03  134.454 
    32    2    0.0000    0.0474    0.0930   0.00452 -5.8676E-03  5.9801E-03  8.3780E-03  134.456 
    33    2    0.0000    0.0520    0.0930   0.00452 -5.3549E-03  5.4572E-03  7.6457E-03  134.458 
    34    2    0.0000    0.0565    0.0930   0.00452 -4.8348E-03  4.9267E-03  6.9027E-03  134.461 
    35    2    0.0000    0.0610    0.0930   0.00452 -4.3072E-03  4.3887E-03  6.1492E-03  134.463 
    36    2    0.0000    0.0655    0.0930   0.00452 -3.7723E-03  3.8432E-03  5.3852E-03  134.466 
    37    2    0.0000    0.0700    0.0930   0.00452 -3.2297E-03  3.2902E-03  4.6105E-03  134.469 
    38    2    0.0000    0.0746    0.0930   0.00452 -2.6792E-03  2.7290E-03  3.8243E-03  134.472 
    39    2    0.0000    0.0791    0.0930   0.00452 -2.1195E-03  2.1587E-03  3.0253E-03  134.475 
    40    2    0.0000    0.0836    0.0930   0.00452 -1.5489E-03  1.5774E-03  2.2107E-03  134.478 
    41    2    0.0000    0.0881    0.0930   0.00452 -9.6276E-04  9.8037E-04  1.3741E-03  134.481 
    42    2    0.0000    0.0926    0.0930   0.00452 -3.4329E-04  3.4953E-04  4.8991E-04  134.484 
    43    3    0.0000    0.0000    0.0908   0.00439  2.1422E-02 -2.1836E-02  3.0589E-02  -45.548 
    44    3    0.0000    0.0000    0.0864   0.00439  2.1779E-02 -2.2195E-02  3.1095E-02  -45.542 
    45    3    0.0000    0.0000    0.0821   0.00439  2.2140E-02 -2.2556E-02  3.1606E-02  -45.533 
    46    3    0.0000    0.0000    0.0777   0.00439  2.2497E-02 -2.2910E-02  3.2109E-02  -45.522 
    47    3    0.0000    0.0000    0.0733   0.00439  2.2845E-02 -2.3254E-02  3.2598E-02  -45.508 
    48    3    0.0000    0.0000    0.0689   0.00439  2.3184E-02 -2.3585E-02  3.3072E-02  -45.492 
    49    3    0.0000    0.0000    0.0645   0.00439  2.3512E-02 -2.3904E-02  3.3529E-02  -45.474 
    50    3    0.0000    0.0000    0.0601   0.00439  2.3827E-02 -2.4207E-02  3.3967E-02  -45.453 
    51    3    0.0000    0.0000    0.0557   0.00439  2.4130E-02 -2.4496E-02  3.4385E-02  -45.430 
    52    3    0.0000    0.0000    0.0514   0.00439  2.4421E-02 -2.4768E-02  3.4783E-02  -45.405 
    53    3    0.0000    0.0000    0.0470   0.00439  2.4697E-02 -2.5025E-02  3.5159E-02  -45.378 
    54    3    0.0000    0.0000    0.0426   0.00439  2.4959E-02 -2.5264E-02  3.5514E-02  -45.348 
    55    3    0.0000    0.0000    0.0382   0.00439  2.5208E-02 -2.5487E-02  3.5847E-02  -45.315 
    56    3    0.0000    0.0000    0.0338   0.00439  2.5442E-02 -2.5691E-02  3.6157E-02  -45.280 
    57    3    0.0000    0.0000    0.0294   0.00439  2.5661E-02 -2.5878E-02  3.6444E-02  -45.242 
    58    3    0.0000    0.0000    0.0251   0.00439  2.5865E-02 -2.6046E-02  3.6707E-02  -45.200 
    59    3    0.0000    0.0000    0.0207   0.00439  2.6055E-02 -2.6196E-02  3.6947E-02  -45.155 
    60    3    0.0000    0.0000    0.0163   0.00439  2.6230E-02 -2.6327E-02  3.7164E-02  -45.106 
    61    3    0.0000    0.0000    0.0119   0.00439  2.6391E-02 -2.6439E-02  3.7357E-02  -45.052 
    62    3    0.0000    0.0000    0.0075   0.00439  2.6539E-02 -2.6531E-02  3.7526E-02  -44.992 
    63    3    0.0000    0.0000    0.0031   0.00439  2.6676E-02 -2.6611E-02  3.7679E-02  -44.930 
    64    4    0.0000    0.0073    0.0009   0.01462  1.3544E-02 -1.3331E-02  1.9004E-02  -44.546 
    65    4    0.0000    0.0219    0.0009   0.01462  1.3872E-02 -1.3649E-02  1.9461E-02  -44.535 
    66    4    0.0000    0.0365    0.0009   0.01462  1.4087E-02 -1.3857E-02  1.9760E-02  -44.528 
    67    4    0.0000    0.0512    0.0009   0.01462  1.4183E-02 -1.3948E-02  1.9892E-02  -44.522 
    68    4    0.0000    0.0658    0.0009   0.01462  1.4159E-02 -1.3922E-02  1.9857E-02  -44.515 
    69    4    0.0000    0.0804    0.0009   0.01462  1.4017E-02 -1.3778E-02  1.9655E-02  -44.507 
    70    4    0.0000    0.0950    0.0009   0.01462  1.3758E-02 -1.3519E-02  1.9289E-02  -44.497 
    71    4    0.0000    0.1096    0.0009   0.01462  1.3384E-02 -1.3146E-02  1.8761E-02  -44.487 
    72    4    0.0000    0.1243    0.0009   0.01462  1.2898E-02 -1.2664E-02  1.8076E-02  -44.476 
    73    4    0.0000    0.1389    0.0009   0.01462  1.2305E-02 -1.2077E-02  1.7241E-02  -44.464 
    74    4    0.0000    0.1535    0.0009   0.01462  1.1609E-02 -1.1389E-02  1.6262E-02  -44.452 
    75    4    0.0000    0.1681    0.0009   0.01462  1.0816E-02 -1.0606E-02  1.5149E-02  -44.439 
    76    4    0.0000    0.1827    0.0009   0.01462  9.9331E-03 -9.7367E-03  1.3909E-02  -44.428 
    77    4    0.0000    0.1974    0.0009   0.01462  8.9676E-03 -8.7871E-03  1.2555E-02  -44.418 
    78    4    0.0000    0.2120    0.0009   0.01462  7.9276E-03 -7.7654E-03  1.1097E-02  -44.408 
    79    4    0.0000    0.2266    0.0009   0.01462  6.8220E-03 -6.6802E-03  9.5480E-03  -44.398 
    80    4    0.0000    0.2412    0.0009   0.01462  5.6599E-03 -5.5406E-03  7.9204E-03  -44.390 
    81    4    0.0000    0.2558    0.0009   0.01462  4.4513E-03 -4.3561E-03  6.2281E-03  -44.381 
    82    4    0.0000    0.2704    0.0009   0.01462  3.2062E-03 -3.1367E-03  4.4854E-03  -44.372 
    83    4    0.0000    0.2851    0.0009   0.01462  1.9353E-03 -1.8927E-03  2.7069E-03  -44.363 
    84    4    0.0000    0.2997    0.0009   0.01462  6.4816E-04 -6.3368E-04  9.0645E-04  -44.353 
    85    5    0.0000   -0.0073    0.0009   0.01462  1.3600E-02 -1.3718E-02  1.9317E-02  -45.248 
    86    5    0.0000   -0.0219    0.0009   0.01462  1.3928E-02 -1.4036E-02  1.9774E-02  -45.220 
    87    5    0.0000   -0.0365    0.0009   0.01462  1.4142E-02 -1.4243E-02  2.0072E-02  -45.204 
    88    5    0.0000   -0.0512    0.0009   0.01462  1.4238E-02 -1.4333E-02  2.0203E-02  -45.191 
    89    5    0.0000   -0.0658    0.0009   0.01462  1.4214E-02 -1.4304E-02  2.0165E-02  -45.180 
    90    5    0.0000   -0.0804    0.0009   0.01462  1.4071E-02 -1.4155E-02  1.9959E-02  -45.170 
    91    5    0.0000   -0.0950    0.0009   0.01462  1.3811E-02 -1.3888E-02  1.9587E-02  -45.160 
    92    5    0.0000   -0.1096    0.0009   0.01462  1.3435E-02 -1.3506E-02  1.9051E-02  -45.151 
    93    5    0.0000   -0.1243    0.0009   0.01462  1.2947E-02 -1.3012E-02  1.8356E-02  -45.141 
    94    5    0.0000   -0.1389    0.0009   0.01462  1.2352E-02 -1.2409E-02  1.7508E-02  -45.132 
    95    5    0.0000   -0.1535    0.0009   0.01462  1.1653E-02 -1.1703E-02  1.6515E-02  -45.123 
    96    5    0.0000   -0.1681    0.0009   0.01462  1.0857E-02 -1.0900E-02  1.5385E-02  -45.114 
    97    5    0.0000   -0.1827    0.0009   0.01462  9.9707E-03 -1.0007E-02  1.4127E-02  -45.105 
    98    5    0.0000   -0.1974    0.0009   0.01462  9.0016E-03 -9.0318E-03  1.2752E-02  -45.096 
    99    5    0.0000   -0.2120    0.0009   0.01462  7.9578E-03 -7.9820E-03  1.1271E-02  -45.087 
   100    5    0.0000   -0.2266    0.0009   0.01462  6.8480E-03 -6.8667E-03  9.6977E-03  -45.078 
   101    5    0.0000   -0.2412    0.0009   0.01462  5.6816E-03 -5.6953E-03  8.0447E-03  -45.069 
   102    5    0.0000   -0.2558    0.0009   0.01462  4.4684E-03 -4.4778E-03  6.3259E-03  -45.060 
   103    5    0.0000   -0.2704    0.0009   0.01462  3.2186E-03 -3.2243E-03  4.5559E-03  -45.051 
   104    5    0.0000   -0.2851    0.0009   0.01462  1.9428E-03 -1.9456E-03  2.7495E-03  -45.041 
   105    5    0.0000   -0.2997    0.0009   0.01462  6.5069E-04 -6.5140E-04  9.2072E-04  -45.031 






                               ---------- POWER BUDGET ---------
                               INPUT POWER   =  1.3338E-02 Watts
                               RADIATED POWER=  1.3338E-02 Watts
                               STRUCTURE LOSS=  0.0000E+00 Watts
                               NETWORK LOSS  =  0.0000E+00 Watts
                               EFFICIENCY    =  100.00 Percent



*****  DATA CARD N0.   5 EN   0     0     0     0  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00

  TOTAL RUN TIME: 50 msec
